"item_id","field_id","item_value","item_type"
"6.5.A.3","6.5.A","BILL_PAYMENT","checkbox"
"6.5.A.4","6.5.A","GENERAL_STORE","checkbox"
"6.5.B.1","6.5.B","ONE_TIME","radiobutton"
"6.5.B.2","6.5.B","WEEKLY_MONTHLY","radiobutton"
"6.5.B.3","6.5.B","EMERGENCY","radiobutton"
"6.6.D.1","6.6.D","ROUND_TRIP","radiobutton"
"6.6.D.2","6.6.D","ONE_WAY","radiobutton"
"6.6.D.3","6.6.D","WAIT_AND_RETURN","radiobutton"
"6.6.E.1","6.6.E","WHEELCHAIR_ACCESSIBLE_VEHICLE","checkbox"
"6.6.E.2","6.6.E","NEEDS_HELP_ENTERING_EXITING_VEHICLE","checkbox"
"6.6.E.3","6.6.E","USES_WALKER_OR_CANE","checkbox"
"6.6.E.4","6.6.E","NO_SPECIAL_NEEDS","checkbox"
"6.6.F.1","6.6.F","VOLUNTEER_CAR","radiobutton"
"6.6.F.2","6.6.F","ESCORT_IN_PUBLIC_TRANSIT","radiobutton"
"6.6.F.3","6.6.F","RIDE_BOOKING_ASSISTANCE","radiobutton"
"6.7.A.1","6.7.A","DOCTOR_OR_DENTIST","radiobutton"
"6.7.A.2","6.7.A","SOCIAL_SERVICE","radiobutton"
"6.7.A.3","6.7.A","BANK_OR_GOVERNMENT","radiobutton"
"6.7.A.4","6.7.A","UTILITY_SERVICES","radiobutton"
"6.7.B.1","6.7.B","BOOKING_ONLINE","radiobutton"
"6.7.B.2","6.7.B","CALLING","radiobutton"
"6.7.B.3","6.7.B","GOING_IN_PERSON_WITH_HELP","radiobutton"
"6.8.A.1","6.8.A","PHONE_CALL_OR_CHAT","checkbox"
"6.8.A.2","6.8.A","WALK_IN_THE_PARK","checkbox"
"6.8.A.3","6.8.A","BOARD_GAMES_OR_CARD_GAMES","checkbox"
"6.8.A.4","6.8.A","READING_TOGETHER","checkbox"
"6.8.B.1","6.8.B","ONE_TIME","radiobutton"
"6.8.B.2","6.8.B","WEEKLY_MONTHLY","radiobutton"
"6.8.B.3","6.8.B","SPECIFIC_DATES","radiobutton"
"6.9.A.1","6.9.A","MEAL_PREP_ASSISTANCE","checkbox"
"6.9.A.2","6.9.A","COOKING_TOGETHER","checkbox"
"6.9.A.3","6.9.A","SUPERVISION_WHILE_COOKING","checkbox"
"6.9.B.1","6.9.B","VOLUNTEERS_HOME","radiobutton"
"6.9.B.2","6.9.B","ELDERS_HOME","radiobutton"
"6.9.B.3","6.9.B","COMMUNITY_KITCHEN","radiobutton"
"6.9.C.1","6.9.C","VEGETARIAN","checkbox"
"6.9.C.2","6.9.C","DIABETIC_FRIENDLY","checkbox"
"6.9.C.3","6.9.C","LOW_SODIUM","checkbox"
"6.9.C.4","6.9.C","NO_PREFERENCE","checkbox"
"6.9.D.1","6.9.D","ONE_TIME","radiobutton"
"6.9.D.2","6.9.D","WEEKLY_MONTHLY","radiobutton"
"6.9.D.3","6.9.D","SPECIFIC_DATES","radiobutton"
